institution name,longitude,latitude,In-state min tuition,In-state max tuition,Out-of-state min tuition ,Out-of-state max tuition,Undergraduate enrollment,Graduate enrollment,Graduation rate,is_public,fees,location,aboutText
Idaho College of Osteopathic Medicine,-116.376042,43.594515,12366.8,12953.444444444443,18008.8,20827.555555555555,0.0,626.0,49.22222222222222,False,,"Meridian, Idaho","A private university located in Meridian, Idaho"
Cal Northern School of Law,-121.839216,39.774522,15715.009803921568,17710.0,17710.0,20760.058823529413,0.0,45.0,58.74305555555556,False,,"Chico, California","A private university located in Chico, California"
College of Athens,-83.421106,33.849669,5310.0,8850.0,5310.0,8850.0,71.0,13.0,40.50819672131148,False,200.0,"Watkinsville, Georgia","A private university located in Watkinsville, Georgia"
Southern Careers Institute-Waco,-97.139246,31.512387,12681.931216931216,13095.679611650485,16520.814814814814,17012.47572815534,205.0,0.0,46.578947368421055,False,,"Waco, Texas","A private university located in Waco, Texas"
Elevate Salon Institute,-78.898377,35.993485,12768.016129032258,12865.054263565891,16423.225806451614,17242.57364341085,85.0,0.0,45.87692307692308,False,,"Durham, North Carolina","A private university located in Durham, North Carolina"
Ponce Health Sciences University-St Louis,-90.21479,38.631435,16727.45569620253,37683.0,18800.12658227848,37683.0,0.0,119.0,51.2037037,False,,"St. Louis, Missouri","A private university located in St. Louis, Missouri"
Lil Lou's Beauty and Barber College-Hammond,-87.521717,41.611381,16958.3,23517.950819672133,20201.1,27113.88524590164,24.0,0.0,57.16666666666666,False,,"Hammond, Indiana","A private university located in Hammond, Indiana"
Arizona College of Nursing-Dallas,-96.75999,32.923106,13095.679611650485,22480.0,17012.47572815534,22480.0,383.0,0.0,46.578947368421055,False,1280.0,"Dallas, Texas","A private university located in Dallas, Texas"
The Salon Professional Academy-Washington DC,-77.006322,38.90294,25696.5625,27897.85714285714,26228.6875,28387.28571428572,117.0,0.0,53.0,False,,"Washington, District of Columbia","A private university located in Washington, District of Columbia"
Valley College-Cleveland,-81.747723,41.419409,16155.425,18345.80379746836,20067.9625,21395.740506329115,787.0,0.0,45.66666666666666,False,,"Cleveland, Ohio","A private university located in Cleveland, Ohio"
EDP University of Puerto Rico-Humacao,-65.82455,18.150762,5550.0,6139.549019607844,6261.137254901961,12025.0,269.0,0.0,37.94642857142857,False,1500.0,"Humacao, Puerto Rico","A private university located in Humacao, Puerto Rico"
EDP University of Puerto Rico-Manati,-66.490949,18.429431,5550.0,6139.549019607844,6261.137254901961,12025.0,449.0,0.0,37.94642857142857,False,1500.0,"Manati, Puerto Rico","A private university located in Manati, Puerto Rico"
UEI College-Sacramento,-121.454197,38.494532,15715.009803921568,21144.65803108808,20760.058823529413,23010.50259067357,1086.0,0.0,58.74305555555556,False,,"Sacramento, California","A private university located in Sacramento, California"
Fortis Institute-Cookeville,-85.478765,36.143291,14450.0,15157.326086956522,14450.0,17330.5,301.0,0.0,50.44444444444444,False,194.0,"Cookeville, Tennessee","A private university located in Cookeville, Tennessee"
Derech Hachaim Seminary,-74.161936,41.337206,11000.0,22648.67948717949,11000.0,25207.339743589742,285.0,0.0,51.77595628415301,False,0.0,"Monroe, New York","A private university located in Monroe, New York"
Evvaylois Academy School of Beauty,-96.388462,30.148715,12681.931216931216,13095.679611650485,16520.814814814814,17012.47572815534,14.0,0.0,46.578947368421055,False,,"Brenham, Texas","A private university located in Brenham, Texas"
Avenue Five Institute-South Austin Campus,-97.756266,30.221953,12681.931216931216,13095.679611650485,16520.814814814814,17012.47572815534,131.0,0.0,46.578947368421055,False,,"Austin, Texas","A private university located in Austin, Texas"
Sattler College,-71.062111,42.36064,10000.0,27702.657142857144,10000.0,28825.657142857144,58.0,0.0,66.97014925373135,False,450.0,"Boston, Massachusetts","A private university located in Boston, Massachusetts"
Glasgow Caledonian New York College,-74.001699,40.723346,20770.94181818182,23670.0,22814.054545454543,23670.0,0.0,23.0,51.77595628415301,False,,"New York, New York","A private university located in New York, New York"
Pima Medical Institute-San Antonio,-98.540716,29.488708,12681.931216931216,13095.679611650485,16520.814814814814,17012.47572815534,341.0,0.0,46.578947368421055,False,,"San Antonio, Texas","A private university located in San Antonio, Texas"
Faith Theological Seminary and Christian College,-82.582376,28.018844,1320.0,3042.0,1320.0,3042.0,74.0,28.0,50.0,False,200.0,"Tampa, Florida","A private university located in Tampa, Florida"
The Southwestern Baptist Theological Seminary,-97.348233,32.681685,5706.0,9096.0,5706.0,9096.0,351.0,2431.0,32.0,False,1350.0,"Fort Worth, Texas","A private university located in Fort Worth, Texas"
Lotus Professional College,-77.576237,37.594751,14102.28846153846,16052.35,17691.0,20270.78,157.0,4.0,56.0,False,,"Richmond, Virginia","A private university located in Richmond, Virginia"
Christ Mission College,-98.70699,29.543412,7083.0,13095.679611650485,7083.0,17012.47572815534,43.0,0.0,51.84767221,False,1146.0,"San Antonio, Texas","A private university located in San Antonio, Texas"
Esteem Academy of Beauty,-111.93946,41.161895,10262.76923076923,11930.6,16441.384615384617,17084.95,58.0,0.0,44.82352941,False,,"South Ogden, Utah","A private university located in South Ogden, Utah"
KC Beauty Academy,-118.235894,34.048458,15715.009803921568,21144.65803108808,20760.058823529413,23010.50259067357,49.0,0.0,58.74305555555556,False,,"Los Angeles, California","A private university located in Los Angeles, California"
Urshan College,-90.830252,38.808034,7656.0,13745.092592592591,7656.0,15549.833333333334,514.0,0.0,47.0,False,850.0,"Wentzville, Missouri","A private university located in Wentzville, Missouri"
Texas Healthtech Institute,-94.206012,30.064641,12681.931216931216,13095.679611650485,16520.814814814814,17012.47572815534,83.0,0.0,46.578947368421055,False,,"Beaumont, Texas","A private university located in Beaumont, Texas"
Xtylo Beauty College,-112.004521,33.479573,10633.857142857143,16326.5,14128.959183673467,18095.166666666668,35.0,0.0,40.89473684210526,False,,"Phoenix, Arizona","A private university located in Phoenix, Arizona"
Tonsorial Arts Barber College,-94.079302,33.435351,12681.931216931216,13095.679611650485,16520.814814814814,17012.47572815534,107.0,0.0,46.578947368421055,False,,"Texarkana, Texas","A private university located in Texarkana, Texas"
Michael's Barber & Hair Stylist Academy,-96.978283,32.838765,12681.931216931216,13095.679611650485,16520.814814814814,17012.47572815534,49.0,0.0,46.578947368421055,False,,"Irving, Texas","A private university located in Irving, Texas"
Yeshiva Yesoda Hatorah Vetz Chaim,-73.961026,40.706959,21000.0,22648.67948717949,21000.0,25207.339743589742,205.0,0.0,35.0,False,0.0,"Brooklyn, New York","A private university located in Brooklyn, New York"
North-West College-San Diego,-117.066577,32.765537,15715.009803921568,21144.65803108808,20760.058823529413,23010.50259067357,551.0,0.0,58.74305555555556,False,,"San Diego, California","A private university located in San Diego, California"
West Virginia Junior College-United Career Institute,-79.690734,40.321221,12535.0,20524.417322834644,12535.0,22490.58267716536,57.0,0.0,57.46341463414634,False,1535.0,"Irwin, Pennsylvania","A private university located in Irwin, Pennsylvania"
Aviation Institute of Maintenance-Charlotte,-80.736311,35.161941,12768.016129032258,16520.0,16423.225806451614,16520.0,212.0,0.0,45.87692307692308,False,137.0,"Charlotte, North Carolina","A private university located in Charlotte, North Carolina"
Ponce Health Sciences University-East,-66.589688,18.0083,8840.0,10400.0,12155.0,19840.0,65.0,628.0,78.0,False,1664.0,"Ponce, Puerto Rico","A private university located in Ponce, Puerto Rico"
Fortis College-Landover,-76.866209,38.949983,15228.0,15418.344827586208,15228.0,18809.275862068964,576.0,0.0,56.516129032258064,False,309.0,"Landover, Maryland","A private university located in Landover, Maryland"
Stautzenberger College-Rockford Career College,-89.027291,42.255903,16249.0,18759.71604938272,16249.0,19728.19753,733.0,0.0,55.62903225806452,False,450.0,"Rockford, Illinois","A private university located in Rockford, Illinois"
WellSpring School of Allied Health-Wichita,-97.443119,37.673622,10016.692307692309,13385.51724137931,12891.615384615385,15201.879310344828,67.0,0.0,44.81481481481482,False,,"Wichita, Kansas","A private university located in Wichita, Kansas"
Access Careers-Islandia,-73.175617,40.800874,20770.94181818182,22648.67948717949,22814.054545454543,25207.339743589742,314.0,0.0,51.77595628415301,False,,"Islandia, New York","A private university located in Islandia, New York"
Northern Pennsylvania Regional College,-79.147078,41.845727,4800.0,20524.417322834644,8880.0,22490.58267716536,100.0,0.0,57.46341463414634,True,0.0,"Warren, Pennsylvania","A public university located in Warren, Pennsylvania"
Apex College of Veterinary Technology,-104.813477,38.828277,13500.0,15671.57142857143,13500.0,19864.214285714286,30.0,0.0,49.04545454545455,False,100.0,"Colorado Springs, Colorado","A private university located in Colorado Springs, Colorado"
Meryma'at Barber College,-81.777912,41.458723,16155.425,18345.80379746836,20067.9625,21395.740506329115,51.0,0.0,45.66666666666666,False,,"Cleveland, Ohio","A private university located in Cleveland, Ohio"
Western Maricopa Education Center,-112.292829,33.535973,10633.857142857143,16326.5,14128.959183673467,18095.166666666668,220.0,0.0,40.89473684210526,True,,"Glendale, Arizona","A public university located in Glendale, Arizona"
Bais Medrash of Dexter Park,-74.045927,41.081404,11000.0,22648.67948717949,11000.0,25207.339743589742,22.0,0.0,29.0,False,0.0,"Chestnut Ridge, New York","A private university located in Chestnut Ridge, New York"
Makana Esthetics Wellness Academy,-157.869172,21.315179,10123.117647058823,17017.285714285714,15376.29411764706,21714.42857142857,68.0,0.0,47.44444444444444,False,,"Honolulu, Hawaii","A private university located in Honolulu, Hawaii"
Oak Valley College,-117.39089,34.150067,16000.0,21144.65803108808,16000.0,23010.50259067357,52.0,0.0,43.0,False,100.0,"Rialto, California","A private university located in Rialto, California"
Paul Mitchell the School-San Jose,-121.814156,37.325292,15715.009803921568,21144.65803108808,20760.058823529413,23010.50259067357,108.0,0.0,58.74305555555556,False,,"San Jose, California","A private university located in San Jose, California"
Zion Massage College,-113.618974,37.097894,10262.76923076923,11930.6,16441.384615384617,17084.95,64.0,0.0,44.82352941,False,,"St. George, Utah","A private university located in St. George, Utah"
Great Lakes Boat Building School,-84.362578,45.992299,18924.434782608696,23967.0,21470.739130434784,23967.0,28.0,0.0,58.21739130434783,False,750.0,"Cedarville, Michigan","A private university located in Cedarville, Michigan"
Austin Career Institute,-97.691089,30.32685,12681.931216931216,13095.679611650485,16520.814814814814,17012.47572815534,51.0,0.0,46.578947368421055,False,,"Austin, Texas","A private university located in Austin, Texas"
Professional Culinary Academy,-78.876532,42.920978,20770.94181818182,22648.67948717949,22814.054545454543,25207.339743589742,17.0,0.0,51.77595628415301,False,,"Buffalo, New York","A private university located in Buffalo, New York"
Pacific Northwest Christian College,-119.161961,46.212057,11000.0,20058.67857142857,11000.0,24169.92857142857,129.0,0.0,57.407407407407405,False,350.0,"Kennewick, Washington","A private university located in Kennewick, Washington"
Royal Learning Institute,-73.995353,40.748713,20770.94181818182,22648.67948717949,22814.054545454543,25207.339743589742,2241.590570719603,619.2034739454094,51.77595628415301,False,,"New York, New York","A private university located in New York, New York"
Hollywood Cultural College,-118.299523,34.061319,15715.009803921568,21144.65803108808,20760.058823529413,23010.50259067357,35.0,0.0,58.74305555555556,False,,"Los Angeles, California","A private university located in Los Angeles, California"
Mariano Moreno Culinary Institute,-80.228896,25.750902,14379.078947368422,15286.783216783217,16504.263157894737,17878.265734265733,141.0,0.0,49.55128205128205,False,,"Miami, Florida","A private university located in Miami, Florida"
Alder Graduate School of Education,-122.239258,37.486305,15715.009803921568,21895.0,20760.058823529413,21895.0,0.0,453.0,58.74305555555556,False,,"Redwood City, California","A private university located in Redwood City, California"
Webb's Barber School of Arts,-83.710533,32.825269,11880.09433962264,13038.89,15744.415094339623,16463.07,18.0,0.0,40.50819672131148,False,,"Macon, Georgia","A private university located in Macon, Georgia"
Adrian H. Wallace Barber Academy,-87.213526,30.453536,14379.078947368422,15286.783216783217,16504.263157894737,17878.265734265733,29.0,0.0,49.55128205128205,False,,"Pensacola, Florida","A private university located in Pensacola, Florida"
St. Louis Med Tech,-90.335689,38.551852,10900.0,13745.092592592591,10900.0,15549.833333333334,9.0,0.0,51.2037037,False,0.0,"St. Louis, Missouri","A private university located in St. Louis, Missouri"
Total Beauty Institute,-81.657851,30.37218,14379.078947368422,15286.783216783217,16504.263157894737,17878.265734265733,23.0,0.0,49.55128205128205,False,,"Jacksonville, Florida","A private university located in Jacksonville, Florida"
Pearlands Innovative School of Beauty,-95.365954,29.55683,12681.931216931216,13095.679611650485,16520.814814814814,17012.47572815534,84.0,0.0,46.578947368421055,False,,"Pearland, Texas","A private university located in Pearland, Texas"
Durant Institute of Hair Design,-96.405502,34.005777,8490.6,10601.441860465116,13100.28,15312.906976744183,41.0,0.0,37.88,False,,"Durant, Oklahoma","A private university located in Durant, Oklahoma"
